name,dish,Operation time
Del Posto,"{'Dessert': {'Dolci': 'Vanilla Licorice PANNA COTTA,SFOGLIATA di Mele,TARTUFO Bianco,TORTA di Ricotta e Limone,Pistachio SEMIFREDDO,MIGLIACCIO Napoletano,Chocolate Bônet', 'Formaggi': 'PECORINO Primo Sale (aged 2 to 4 mos.),Buonatavola PROVOLONE (aged 9 to 12 mos.),Quattro Portoni BLU di BUFALA (aged 2 to 3 mos.)'}, 'Lunch': {'Secondi': 'CACCIUCCO Livornese,TROTA in Cartoccio,BLACK BASS,Moorish Spiced AGNELLO,Burnt BEEF Rib Eye', 'Prix Fixe Lunch - $49': '', 'Formaggio e Dolci': 'MIGLIACCIO Napoletano,PECORINO Primo Sale (aged 2 to 4 mos.),Vanilla Licorice PANNA COTTA,Pistachio SEMIFREDDO,Chocolate Bônet,TORTA di Ricotta e Limone', 'Antipasti': 'PANZANELLA Autunnale,Bitter HERBS, LETTUCES & CHICORIES,LOBSTER Caponata,VITELLO TONNATO,CARNE CRUDA', 'Primi': ""CARAMELLE di Radicchio,LUNA PIENA,Roman Style Sheep's Milk Ricotta BAULETTI,PICI al Ragù Bolognese,ORECCHIETTE,GIRELLA Genovese""}, 'Dinner': {'Secondi': ""BLACK BASS,TROTA in Cartoccio,ROMBO with Sunchoke Ripiene & Black Trumpets,CACCIUCCO Livornese,POLLO Per Due ai Sapori dell' Emilia,PORK Ribollita,Moorish Spiced AGNELLO,VEAL Involtino,Burnt BEEF Rib Eye"", 'Antipasti': 'PANZANELLA Autunnale,CELERY ROOT Fra Diavolo,Bitter HERBS, LETTUCES & CHICORIES,HAMACHI in Carpione,LOBSTER Caponata,Warm SCAMPI,VITELLO TONNATO,CARNE CRUDA', 'Vegan Tasting Menu': 'PANZANELLA Autunnale,Crispy BROWN RICE Porridge,CASERECCI Peperoncino,Whole Roasted TURNIP,Stuffed ARTICHOKE alla Vignarola,Charred, Foraged WILD MUSHROOMS,Cucumber & Melon SORBETTO,Chocolate-Cherry TARTUFO or FRUTTA di Stagione', 'Primi': ""CARAMELLE Di Radicchio,LUNA PIENA,QUADRETTI Ripieni di Robiola,Roman Style Sheep's Milk Ricotta BAULETTI,Potato GNOCCHI,SPAGHETTI ai Ricci di Mare,CRESTE di Gallo alla Cacciatora,PICI al Ragù Bolognese,ORECCHIETTE,GIRELLA Genovese"", 'Il Menù Del Posto - $149': 'Antipasto,Secondo,Bis: Two Tastes of Pasta,Dolce', ""Captain's Menu - $179"": ''}}",Lunch: Monday - Friday 11:30am-2:00pm    Dinner: Monday - Friday 5:30pm-11:00pm    Saturday 4:30pm-11:00pm    Sunday 4:30pm-10:00pm 
El Nuevo Bohío,,
Dovetail,"{'Prix Fixe Menu': {'White Truffles': 'White Truffles', 'Entrees': 'Ora King Salmon,Poached Turbot,Roasted Chicken,Venison Loin,Waygu Beef', 'Desserts': 'Piña Colada Baked Alaska,Scotch Panna Cotta,Toffee Tar,Bittersweet Chocolate Soufflé,Selection of Farmstead Cheeses From Our Trolley', 'Appetizers': 'Ahi Tuna Crudo,Maine Lobster,Porcelet Terrine,Veal Breast Ravioli', 'Vegetables': 'Green Apple Salad,Matsutake Mushrooms,Chayote Squash,Celery Root'}, 'Sunday Suppa Menu': {'Entrees': 'Celery Root,Atlantic Salmon,Beef Sirloin', 'Appetizers': 'Green Apple Salad,Ahi Tuna Crudo,Chayote Squash', 'Sundaes': 'Mount Olympus,Hop to It,Shark Bait'}, 'Monday Vegetarian Menu': {'First Course': 'Warmed Avocado,Baby Beet Salad', 'Third Course': 'Ricotta Gnudi,Poached Turnips', 'Second Course': 'Celery Root,Potato Gnocchi', 'Dessert': 'Scotch Panna Cotta,Toffee Tart', 'Vegetarian': '', 'Vegetable Focused': ''}, 'Tasting Menus': {'Vegetables': 'Charred Cucumber,Watermelon Radish Salad,Warmed Avocado,Baby Beet Salad,Ricotta Gnudi,Matsutake Mushrooms,Piña Colada Baked Alaska', 'Tasting': 'Green Apple Salad,Ahi Tuna Crudo,Warmed Avocado,Nantucket Bay Scallops,Foie Gras,Wagyu Beef,Toffee Tart'}}","Dinner: Monday - Thursday: 5:30pm - 10:00pm, Friday, Saturday: 5:00pm - 11:00pm; Sunday 5:00 - 10:00"
East Harbor Seafood Palace,{},
Dumpling Galaxy,{},
Emilio's Ballato,,
El Quinto Pino,"{'Brunch Menu': {'Bocatas': 'El Doble,Uni Panini,Bocadillo de Calamar,Lomo,Pringa Cubano', 'Huevos': 'Tortilla Española,Tortilla de Bakalao,Soldaditos de Txitxiki,Verdes,Pisto Bilbaino,Revuelto Ortiguilla,Revuelto Huitlacoche,Huevos Estrellados,Huevo con huevo,Morcilla Casera', 'Tapas Fritas': 'Nuestras Bravas,Pipparas,Garbanzos Fritos,Croquetas,Tortillita de Gamba', 'Sopa / Ensalada': 'Xato,Lentejas', 'Tapas Frías': 'Huevos Rellenos,Pan amb Tomaca,Picos y Taquitos,Caballa en Conserva', 'Dulce': 'Talo,Ensaimadas,Crossaint a la Plancha,Torrijas'}, 'Dinner Menu': {'Menú Turístico: Andalucía': 'Salmorejo Cordobés,Ajo Blanco,Pipirrana con Regaña,Tortillita de Gamba,Garbanzos ""El Rinconcillo"",Revuelto de Ortiguilla', 'Bocadillos (Sandwiches)': 'Uni Panini,Bocadillo de Calamar,Lomo,Bikini de Huitlacoche,Pringa Cubano', 'Apetizers': 'Almendras,Aceitunas,Garbanzos Fritos,Picos,Pimientos', 'Cold Tapas': 'Anchoa Campo dei Fiori,Huevos Rellenos,Xato,Tortilla Española,Pan amb Tomaca,Picos y Taquitos,Caballa en Conserva,Alubiada de Caritas', 'Hot Tapas': 'Nuestras Bravas,Torreznos,Croquetas,Fideúa,Gambas al Ajillo,Lengua Llumacanes,Pinchos Moruno,Huevo con huevo, Tirabeques, Camarón de Cádiz,Arroz Brut de Conejo,Calamar a la Plancha'}, 'Lunch Menu': {'Ensaladas y Sopas': 'Alubiada de Caritas,Xato,Camarón de Cádiz - Flash,Porrusalda - Puree of butternut,Mixta', 'Bocadillos': 'Txikito\'s ""El Doble"",Uni Panini,Bocadillo de Calamar,Lomo,Bikini de Huitlacoche - P,Pringa Cubano', 'Tapas Calientes': 'Nuestras Bravas,Piparras,Garbanzos Fritos,Croquetas,Tortillita de Gamba,Pescado en Adobo,Pinchos Moruno', 'Tapas Frias': 'Huevos Rellenos,Tortilla Española,Pan amb Tomaca,Picos y Taquitos,Caballa en Conserva', 'Platos de Cuchara': 'Lengua Llucmacanes,Txipis en Tinta,Garbanzos ""El Rinconcillo"",Fideúa,Gambas al Ajillo'}}",Brunch: Saturday - Sunday: 11:30am - 3:30pm    Dinner: Monday - Thursday: 5:30pm - 11:30am    Friday - Saturday: 5:30pm - 12:00am    Sunday: 5:30pm - 10:30pm
El Born,"{'Carta de Vins / Wine List': {'Rosat / Rosé Wine': 'Garnatxa-Syrah-Cab.Sauvignon; Ros de Pacs 2016, Parés Baltà, Penedès*,Garnatxa-Macabeu-Tempranillo; Muga Rosado 2016, Bodegas Muga, Rioja,Macabeu-Cab.Sauvignon-Xarel.lo; Vegas Altas Ancestral, Cerro La Barca, Extremadura,Rome; Ariyanas Romé 2013, Bodegas Bentomiz, Sierras de Málaga**', 'Negre / Red Wine': ""Tempranillo; Belezos 50/50 2016, Bodegas Zugober, Rioja,Cabernet Sauvignon-Garnatxa; Mas Petit 2014, Parés Baltà, Penedès*,Cabernet Franc-Tempranillo; Abadal 2016, Masies d'Avinyó, Pla de Bages,Tempranillo-Viura; Herrigoia 2016, Compañón Arrieta, Rioja,Tempranillo; Los Cantos 2014, Finca Torremilanos, Ribera del Duero,Tempranillo-Viura; Abando Crianza 2011, Bodegas Santalba, Rioja,Tinto Fino; Camino Romano 2012, Dominio Romano, Ribera del Duero*,Albarin Negro-Mencia; La Fanfarria 2016, Dominio del Urogallo, Asturias,Carinyena-Garnatxa-Cab.Sauvignon-Merlot-Syrah; L'inconscient 2016, Les cousins, Priorat,Garnatxa; Dido 2015, Venus la Universal, Montsant,Garnatxa; Artigas 2014, Mas Alta, Priorat,Mencía; Chano Villar 2012, Bodegas y Viñedos Akilia, Bierzo**,Carinyena-Garnatxa-Cab.Sauvignon-Syrah; 2πR 2011, Gratavinum, Priorat*"", 'Blanc / White Wine': 'Xarel.lo; Xarel.lo 2016, Bohigas,Penedès**,Verdejo; Menade 2016, Bodegas Menade, Rueda,Chardonnay; Legado Muñoz 2016, Viñedos y Bodegas Muñoz, Tierra de Castilla,Sauvignon Blanc-Muscat-Gewurztraminer; Gesamí Blanc 2016, Gramona, Penedès* **,Hondarribi Zuri; Txacolí Zuri 2015, Ulibarri Artzaiak, Txacolí de Bizcaia,Albariño-Godello-Treixadura; Nice To Meet You Donosti 2014, Adegas Castrobrey, Rias Baixas,Cartoixa Vermell; CV White 2016, Partida Creus, Penedès', 'Cava / Sparkling Wine': ""Xarel.lo-Macabeu-Parellada; Cava Brut Nature NV, L'Atzar, Penedès,Trepat-Pinot Noir; Cava Brut Rosé NV, Bohigas, Penedès**,Xarel.lo–Macabeu-Parellada; Cava Brut Reserva NV, Bohigas, Penedès**,Xarel.lo-Macabeu-Parellada; Privat Brut Nature Reserva 2014, Alta Alella, Alella**,Xarel.lo-Macabeu-Parellada-Monastrell; de Nit Brut Rosé 2013, Raventós i Blanc, Penedès"", 'Xerès & Més / Sherry and More': 'Palomino; Fino en Rama Mons Urium NV, Jerez de la Frontera**,Palomino; Manzanilla Papirusa, Emilio Lustau, Sanlúcar de Barrameda,Palomino; Amontillado Los Arcos NV, Emilio Lustau, Jerez de la Frontera,Moscatell; Ariyanas Dulce 2010, Bodegas Bentomiz, Sierras de Málaga**,Mataro (Monastrell); Dolç Mataró 2012, Alta Alella, Alella**,Pedro Ximenez; Don PX Gran Reserva 1987, T. Albalá, Córdoba'}, 'Brunch': {'Soft Drinks': ""Mataset,Orange / Cranberry / Apple Juice,Lemon or Apple KAS Soda,Mexican Coca Cola,Ginger Ale / Soda Water / Diet Coke,Reed's Ginger Beer,Fever Tree Tonic Water"", 'Paella': 'De carn,De verdures,De peix', 'Drinks': 'Vermut Casa Mariol,Aigua de València (Mimosa),Sangria El Born,Bloody Mary', 'Tapas': ""Braves El Born,Croquetes del dia,Selecció de formatges,Selecció d'embotits,Cols amb pernil,Amanida de kale,Pop a la pedra,Xistorres,Bacon wrapped dates,Shishito peppers,'Montadito' de bou"", 'Eggs and More': ""Avocado toast,Eggs Benedict,'Broken eggs' with chistorra,Double Cheeseburger,Spanish omelet,French Toast""}, 'Begudes / Cocktails': {'Vermuts': 'Casa Mariol,Atxa Rojo,Yzaguirre Reserva Rojo,Lacuesta Reserva', 'Cervesa / Beer and More': '', 'Beer': 'Mahou,Clara,Brooklyn Lager,Brooklyn East IPA,Brooklyn Seasonal,Moritz,Estrella Damm,Estrella Daura,Estrella Galicia,E. Galicia 1906,Alhambra Reserva 1925', 'Cocktails': 'Pisco Negro,Four & 1/2,Mezcaloni,Spiced Cider,Wawa,Ginger Mojito,Margarita de Mango', 'Cider': ""Maeloc Apple Cider,Maeloc Pear Cider,Shacksbury 'Arlo' Craft Cider"", 'Gin & Tonics': 'El Pepino,Canela,Ginger,Mediterráneo,El Mago,Hierba Mate'}, 'Postres / Dessert': {'Postres': 'Crema El Born,Pastís de festucs amb gelat,Coulant de xocolata,Pastís del dia,Selecció de formatges,Dessert mix', 'Cafè i te': 'Cafè sol,Tallat,Cafè bombó,Cigaló,Selecció de tes'}, 'Sopar / Dinner': {'Paella': 'De carn,De peix,De verdures', 'Del Mar / Tapas from the Sea': 'Boquerons amb cítrics,Tartar de tonyina amb alvocat,Calamar a la planxa,Pop a la pedra', ""De l'hort / Tapas from the Garden"": ""Sopa de carbassa,Pebrots shishito,Tomàquets verds fregits,Albergínia 'a la romana',Bolets amb allioli,Amanida de kale,Escalivada amb formatge de cabra,Coliflor gratinada,Cols amb pernil"", 'Clàssiques / Traditional Tapas': ""Olives,Pica pica,Selecció de formatges,Selecció d'embutits,Ració de pernil ibèric,La Gran Taula,Xistorres,Croquetes del dia,Braves El Born,Paté de pollastre,'Montadito' de bou,Dàtils amb bacó fumat"", 'Tapas to Share': '', 'De Carn / Tapas with Meat': ""Arròs de tardor,Costelles de porc,Broquetes de xai 'morunes',Caneló de cua de bou""}}","Dinner: Monday - Thursday: 5:00pm - 11:00pm    Friday: 5:00pm - 12:00am    Saturday: 12:00pm - 12:00am    Sunday: 12:00pm - 11:00pm;    CLOSED: 1st of January, Super Bowl Sunday, 4th of July, Thanksgiving Day, Christmas Eve, Christmas Day"
Empellón,,
Emily,,
Eleven Madison Park,{},
El Molcajete,{},
Estrellita Poblana III,,
Enzo's of Arthur Ave,,
Faun,,
Enoteca Maria,{},
Faro,,
EN Japanese Brasserie,"{'Lunch Menu': {'Poultry': 'Stone Grilled Organic Chicken,Crispy Fried Chicken,Mochi Croquette', 'Freshly - Made Scooped Tofu': 'Freshly - Made Scooped Tofu', 'Vegetables': 'Edamame,Age Dashi Tofu,Yama-Imo Isobe-Age,Shimonita Konnyaku,Oshinko,Vegetable Tempura,Mushi Yasai', 'Salads': 'Kuroge Washugyu Shabu Shabu Salad,Raw Tuna & Avocado Salad,Tofu Salad,En House Salad,Kurobuta Natto', 'Sashimi': 'Maguro,Chu Toro,Kampachi,Sawara,Salmon,Kumamoto Oysters with Ponzu,Engawa,Assorted Sashimi', 'Meat': 'Wagyu From Miyazaki, Japan,Stone Grilled Kuroge Washugyu,Kuroge Washugyu Yaki Shabu', 'O - Banzai': 'Zenmai Piri-Kara,Hijiki,Nasu & Zucchini Agebitashi,Goma Ae,Buta Bara To Renkon No Kinpira,Shira Ae,Kinoko Kiriboshi Daikon Ohitashi', 'Rice, Noodles & Soup': 'Uni Don,En Garlic Shiso Fried Rice,Warm Soba Noodles,Asari Miso Soup,Tofu Miso Soup,Vegetarian Miso Soup', 'Teishoku': 'Saikyo Miso Black Cod,Crispy Fried Chicken,Wakame Udon,Sashimi,Kaisen Don', 'House Cocktails': 'Sparkling Yuzu,Hojicha,Ginger,Seppun', 'Seafood': 'Saikyo Miso Black Cod,Aburi Tasmanian Sea Trout,EBI Shinjo,Karei Kara Age,Lobster Ishiyaki,Scottish Salmon Kama Amakarani', 'Osusume': 'Truffle Chawanmushi,Uni Yuba Sashimi,Bora Tosaage,Truffle Mousse'}, 'Dinner Menu': {'Salads': 'Kuroge Washugyu Shabu Shabu Salad*,On Buta Shabu Salad,Raw Tuna & Avocado Salad*,Tofu Salad,En House Salad,Kaisou Salad,Kurobuta Natto', 'Sushi and Rolls*': 'Toro Salmon Aburi Sushi,Uni,Snow Crab Tempura & Avocado,Aburi Salmon & Avocado,Anago Bozushi,Chu Toro Spicy Okaka,Homemade Oshink,Tofu & Avocado,Magurozuke Taku', 'Freshly - Made Scooped Tofu': 'Freshly - Made Scooped Tofu', 'Vegetables': 'Edamame,Age Dashi Tofu,Yama-Imo Isobe-Age,Shimonita Konnyaku,Oshinko,Kinoko Tonyu Nabe,Vegetable Tempura,Tsumetai Yasai,Mushi Yasai', 'Poultry': 'Stone Grilled Organic Chicken,Crispy Fried Chicken,Mochi Croquette', 'O - Banzai': 'Zenmai Piri-Kara,Hijiki,Nasu & Zucchini Agebitashi,Goma Ae,Buta Bara To Renkon No Kinpira,Shira Ae,Kinoko Kiriboshi Daikon Ohitashi', 'Sashimi*': 'Maguro,Chu Toro,Kampachi,Sawara,Salmon,Kumamoto Oysters with Ponzu,Engawa,Assorted Sashimi', 'En Kaiseki': '', 'Meat': 'Wagyu From Miyazaki, Japan*,Stone Grilled Kuroge Washugyu*,Kuroge Washugyu Yaki Shabu*,Kurobuta Kakuni', 'Nohara {Vegan}': 'Zensai,Smoked Yuba Tofu Salad,Yaki Nasu,Oshinko Roll,Yasai Kushiage,Jyugokokumai Gohan,Kisetsu No Sorbet', 'Rice, Noodles & Soup': 'Salmon Clay Rice Pot*,Jyugokokumai Rice Pot,Burgundy Truffle Rice Pot,Matsutake Kani Rice Pot,Uni Don*,En Garlic Shiso Fried Rice,Warm Soba Noodles,Asari Miso Soup,Madai Kabuto Miso Soup', 'Aozora': ""Zensai*,Chef's Sashimi Selection*,Lobster Nibitashi*,Matsutake Soup,Washugyu Steak*,Kani Kamameshi,Kuri Panna Cotta"", 'Seafood': 'Saikyo Miso Black Cod,Aburi Tasmanian Sea Trout*,EBI Shinjo,Karei Kara Age,Lobster Ishiyaki*,Scottish Salmon Kama Amakarani,Black Sea Bass Nitsuke,Kampachi Kama,Fried Oyster', ""Sommelier's Seasonal Selections"": 'IWC Trophy Flight,Kitaya 39,Kiseki No Osake,Japanese Whisky Flight', 'Osusume': 'Truffle Mousse,Odashi Tomato,Matsutake Soup,Beet Tempura,Ginnan,House-Made Karasumi,Bora Tosaage,Uni Yuba Sashimi*,Anago Tempura,Truffle Chawanmushi', 'Soyokaze': ""O-Banzai,Chef's Sashimi Selection*,Saikyo Miso Marinated Grilled Black Cod,Freshly Scooped Tofu,Stone Grilled Organic Chicken,Warm Soba,Kisetsu No Ice Cream""}, 'Brunch Menu': {'Poultry': 'Stone Grilled Organic Chicken,Crispy Fried Chicken,Mochi Croquette', 'Freshly - Made Scooped Tofu': 'Freshly - Made Scooped Tofu', 'Vegetables': 'Edamame,Age Dashi Tofu,Yama-Imo Isobe-Age,Shimonita Konnyaku,Oshinko,Vegetable Tempura,Mushi Yasai,Natto', 'Salads': 'Kuroge Washugyu Shabu Shabu Salad,Raw Tuna & Avocado Salad,Tofu Salad,En House Salad,Kurobuta Natto', 'Sashimi': 'Maguro,Chu Toro,Kampachi,Sawara,Salmon,Kumamoto Oysters with Ponzu,Engawa,Assorted Sashimi', 'Meat': 'Wagyu From Miyazaki, Japan,Stone Grilled Kuroge Washugyu,Kuroge Washugyu Yaki Shabu,Kurobuta Sausages', 'O - Banzai': 'Zenmai Piri-Kara,Hijiki,Nasu & Zucchini Agebitashi,Goma Ae,Buta Bara To Renkon No Kinpira,Shira Ae,Kinoko Kiriboshi Daikon Ohitashi', 'Rice, Noodles & Soup': 'Uni Don,En Garlic Shiso Fried Rice,Chilled Soba Noodles,Asari Miso Soup,Tofu Miso Soup,Vegetarian Miso Soup', 'Teishoku': 'Saikyo Miso Black Cod,Crispy Fried Chicken,Wakame Udon,Sashimi,Kaisen Don,Shaké Teishoku,Steak & Eggs', 'House Cocktails': 'Sparkling Yuzu,Hojicha,Ginger,Seppun', 'Seafood': 'Saikyo Miso Black Cod,Aburi Tasmanian Sea Trout,Ebi Shinjo,Karei Kara Age,Lobster Ishiyaki,Scottish Salmon Kama Amakarani', 'Osusume': 'Truffle Chawanmushi,Uni Yuba Sashimi,Bora Tosaage,Truffle Mousse'}}",Lunch: Monday - Friday: 12:00pm - 2:30pm    Brunch: Saturday & Sunday: 11am - 2:30pm    Dinner: Sunday - Thursday: 5:30pm -10:30pm     Friday & Saturday: 5:30pm -11:30pm
Estela,"{'Dinner Menu': {'Main': 'Olives,Salami,Pickled carrots,Spiced almonds,Serrano ham,Egg salad,Oysters,Cured fluke,Beef tartare with sunchoke,Mussels escabeche on toast,Burrata,Celery,Endive,Grilled cuttlefish,Mackerel,Fried arroz negro,Lamb ribs,Ricotta dumplings,Monkfish,Pork,Steak', 'Sherry': ""La Cigarrera Manzanilla - Sanlúcar de Barrameda, Spain NV,Equipo Navazos La Bota de Fino nº54 'Macharnudo Alto' - Jerez, Spain NV,Colosía Amontillado - El Puerto de Santa Maria, Spain NV,Colosía Oloroso - El Puerto de Santa Maria, Spain NV"", 'Sparkling water': 'Sparkling water', 'Sparkling': ""Johann Hild Elbling Sekt Brut - Mosel, Germany NV,Charlot-Tanneux 'Expression' Extra Brut - Champagne, France 2010,Parigot Crémant de Bourgogne rosé - Burgundy, France NV7-0"", 'Red': ""Abbatucci 'Rouge Frais Impérial' - Corsica, France 2014,Paul Chapelle Santenay 'Les Gravières' 1er Cru - Burgundy, France 2001,Pedralonga 'Tinto doUmia' - Rías Baixas, Spain 2012,Gerben Tonkens 'La Boutanche' Cinsault - Ardèche, France 2014 (1 L),Fabbrica di San Martino Colline Lucchesi - Tuscany, Italy 2012,Yannick Pelletier 'L'Engoulevent' - St. Chinian, Languedoc, France 2012,Silvio Giamello 'Vicenziana' Barbaresco - Piedmont, Italy 2008"", 'White': ""Romain Chamiot Jacquère, Apremont - Savoie, France 2014,Peter Lauer 'Barrel X' Riesling feinherb - Saar, Germany 2014,Benaza Godello - Monterrei, Galicia, Spain 2013,Benanti 'Biancodicaselle' Etna bianco - Sicily, Italy 2013,Domaine aux Moines 'Le Berceau des Fées' - Anjou, France 2014,A&M Tissot 'Patchwork' Chardonnay - Jura, France 2014"", 'Beer': ""Off Color Brewing 'Apex Predator' Farmhouse Ale - Illinois (12 oz) 6.8%,Stillwater Contemporary Works 'Yacht' Pilsner - Connecticut (16 oz) 4.2%,Maine Beer Company 'Peeper' Pale Ale - Maine (16.9 oz) 5.5%,Ballast Point 'Sculpin' IPA - California (12 oz) 7%,Evil Twin 'Yin' Imperial Stout - Connecticut (12 oz) 10%"", 'Cocktails': 'Friend of the Devil,Another Negroni Variation,Come On Get Happy,Trinidad Buck,Industry Cocktail'}}","Lunch    Fri 11:30 am–3:30 pm    Brunch    Sat, Sun 11:30 am–3:00 pm    Dinner    Mon–Thu, Sun 5:30 pm–12:30 am    Fri, Sat 5:30 pm–1:00 am"
Foragers City Table,,
feast,,
F & J Pine Restaurant,,
Flex Mussels,,
Falansai,"{'Wines & Drinks': {'Reds': 'Beaujolis, Chateau des Pethieres, Beaujolis, France, 2012,Pinot Noir, Puech Cocut, Languedoc, France, 2012,Cinsault, ""Escapade, ""Domaine de Faillene, Languedoc, France, 2010,Grenache Blend, Gourgonnier, Les Baux De Provence, France, 2011,Malbec, Domaine Luc Pirlet, Languedoc-Rousillon, France, 2010,Cabernet Sauvignon, Heron, California, 2011,Schiava, San Pietro, Alto Adige, Italy, 2011,Blaufrankisch, Glatzer, Austria, 2011,Bordeaux, Chateaux Tour Puyblanquet, St.Emilion, France, 2011,Mencia, ""La Muria, ""Pago de Valdetruchas, Spain, 2009,Syrah, ""Les Peyrouzelles,""Causse Marines, Gaillac, France, 2011', 'Rose': 'Grenache Blend, Mas Cal DeMoura, Languedoc, France, 2012', 'Sparkling': 'Blanc de Blanc, Cuvee des Barons, France,Cremant du Jura, Domaine Rolet, France, 2007', 'White': 'Sauvignon Blanc, Joel Gott, California, 2012,Colombard-Ugni Blanc, Domaine d\'Uby, France, 2012,Riesling, ""Gold Seal,"" Charles Fournier, Finger Lakes, NY, 2012,Assyrtiko / Athiri Blend, Domaine Sigalas, Santorini, Greece, 2011,Chablis, Cuvee ""La Marguerite, ""Burgundy, France, 2012,Viura, Cortijo, Rioja Alta, Spain, 2012,Lirac, Domaine LaFond, Rhone, France, 2011,Muscadet, ""Luneau Papin, ""Pierre de la Grange, Loire, France, 2012,Malvasia / Trebbiano Blend, Borgo de Cedro, Frascati, Italy, 2011,Vermentino Blend, Domaine de Majas, Cotes Catalanes, France, 2011,Riesling Spatlese, J & H Selbach, Germany, 2012,Riesling Kabinett, J & H Selbach, Germany, 2012,Riesling, Donnhoff Estate, Germany, 2011,Pinot Blanc, Domaine Maurice Schoech, Alsace, France, 2011,Gewurztraminer, Domaine Paul Blanck, Alsace, France, 2011,Gruner Veltliner, ""Hefeabzug, ""Nikolaihof, Austria, 2011,Viognier, Chateau Massiac, Languedoc, France, 2011', 'Featured Beers': 'Woodchuck Hard Pear Cider,Delirium Tremens, Belgian Ale,""33"", Pale Lager, Imported from Vietnam,Saigon, Pale Lager, Imported from Vietnam,Beer Lao, Dark Lager, Imported from Laos,Brooklyn Winter Ale,Lion Stout, Sri Lanka,Chimay Red Belgium Trappist Ale,Paulaner Hefeweizen, Germany,Harpoon IPA', 'Sake': 'Hiro Junmai Ginjo, Japan', 'Non - Alcoholic': 'Vietnamese Coffee,House made Limenade,Hibiscus Iced Tea,Hot Tea,San Pellergrino Sparkling water,San Pellegrino Aranciata,Soda', 'Beers': ''}, 'Dinner Menu': {'Dessert Wine': ""Cremant du Jura, Domaine Rolet,Moscato di Siracusa, Solacium, Pupillo,Tawny Port, Dow's"", 'An Choi (Eat For Fun)': ""Autumn rolls - Goi Cuon Mua Thu,Summer rolls - Goi cuon,Tamarind-Sriracha chicken wings - Canh ga chieng,Imperial rolls (pork or vegetarian) - Cha gio,Dad's shrimp rolls (ChaoZhou style) - Chao tom Tieu Chau,Green papaya salad - Goi du du"", 'Dessert': 'Triple Truffles - Keo xocola,Kaffir Lime Marble Cheesecake - Banh bo xanh,Green Tea Mille Crepes - Banh crepe', 'An Com (Eat with rice)': 'Pumpkin Curry - Cari bi do,Lemongrass tofu - Xa xao dau hu,Eggplants sautéed - Ca tim xao,Spicy green beans - Dau que xao ot,Napa cabbage and pickled mustard greens - Cai chua xao ca chua,""Kung Pao"" calamari and dried baby fish - Muc xao,Crab and glass noodle stir-fried - Mien cua,Spicy satay shrimps and okra - Dau bap xao tom,Clay-pot catfish - Ca kho to,Mama\'s ginger chicken - Ga gung,Braised pork belly - Thit heo kho,Shaking beef - Bo luc lac'}, 'Lunch Menu': {'Glass Noodle': 'Seafood - Mien do bien,Chicken - Mien ga,Beef - Mien thit bo', 'Banh Mi': 'Grilled pork - Banh mi thit nuong,Grilled chicken - Banh mi thit Ga,Olive pate - Banh mi chay', 'Starters': ""Summer rolls - Goi cuon,Pork imperial rolls - Cha gio,Vegetarian imperial rolls - Cha gio chay,Dad's shrimp rolls - Chao tom Tieu Chau,Green papaya salad - Goi du du,Grilled chicken or grilled pork salad"", 'Pho - Noodle Soup': 'Pho Bo (""fuh baw""),Pho Ga (""fuh gha""),Pho Chay (""fuh jai"")', 'Bun - Noodle & Rice': 'Imperial rolls (pork or vegetarian) - Bun cha gio,Grilled pork - Bun thit nuong,Grilled chicken - Bun thit ga,Grilled shrimps - Bun tom nuong'}}",Lunch    Tue–Fri 11:30 am–3:00 pm    Dinner    Tue–Sun 5:30 pm–10:00 pm
Freek's Mill,,
Frankies 457 Spuntino,,
Fumo,,
Extra Fancy,{},
Freud,,
Gelso andC Grand,,
Gallagher's,,
